no,reg number,name of establishment,address,products
388,DL 15,"Bien Dong Seafood Co., Ltd.","Lot Ii, 18b1-18b2, Tra Noc 2 Industrial Zone, O Mon District, Can Tho City",Frozen
389,DL 18,"Indian Ocean Co., Ltd - Indian Ocean seafood freezing Factory N.V","Industrial Zone, Thoi Thuan Ward, Thot Not District, Can Tho City.",Frozen
390,DL 39,"TRUONG NGUYEN SEAFOODS CO., LTD (TN SEAFOODS CO., LTD)","Lot 06, Tra Noc 1 Industrial Zone, Binh Thuy District, Can Tho City",Frozen
391,DL 69,Hiep Thanh Seafood Joint Stock Company ,"National Highway 91, Thoi An Hamlet, Thoi Thuan Commune Thot Not District, Can Tho City",Frozen
392,DL 79,"Vinh Nguyen Co. , Ltd","Lot 16a9-1, Road No.02, Tra Noc I Industrial Zone, Binh Thuy District, Can Tho City",Frozen
393,DL 134,Can Tho Import Export fishery limited company (CAFISH VIETNAM),"Lot 4, Tra Noc Industrial Zone, Binh Thuy District, Can Tho City",Frozen
394,DL 325,Cantho Seafood Export - CASEAFOOD,"Lot 3, Tra Noc Export Processing & Industrial Zone, Binh Thuy District, Can Tho City",Frozen
395,DL 183,Mekong fisheries joint stock company â MEKONGFISH CO. ,"Tra Noc Industrial Zone, Binh Thuy District, Can Tho City",Frozen
396,DH 146,PATAYA FOOD INDUSTRIES (VIETNAM) Ltd.,"Lot 44, Tra Noc Industrial Zone, Binh Thuy District, Can Tho City",Canned
397,DL 151,Song Hau Food processing Joint Stock Corporation (SOHAFOOD CORP),"Hamlet 1, Thoi Hung Commune, Co Do District, Can Tho City",Frozen
398,DL 185,Thuan Hung Fisheries Company - THUFICO,"Km 2078+300, National Road I, Ba Lang Ward, Cai Rang District, Can Tho City",Frozen
399,DL 293,"PANGA MEKONG CO., LTD.","Lot 19a5-2, Road 3, Tra Noc Industrial Zone, Binh Thuy District, Can Tho City",Frozen
400,DL 306,"PHUONG DONG SEAFOOD CO., LTD.","Lot 17 D, Street 5, Tra Noc Industrial Zone, Tra Noc Ward, Binh Thuy District, Can Tho City.",Frozen
401,DL 340,Factory TFC - Thuan Hung Fisheries Company ,"Area 1, Ba Lang Ward, Cai Rang District, Can Tho City",Frozen
402,DL 347,BASA Joint stock company - BASACO,"Thoi Thanh Hamlet, Thoi Thuan Village, Thot Not District, Can Tho City",Frozen
403,DL 369,MEKONG DELTA FOOD FACTORY - CASEAMEX,"Lot 02-12, Tra Noc Ii Industrial Zone, O Mon District, Can Tho City",Frozen
404,DL 387,HASA SEAFOOD CORPORATION (HASACO),"Thoi Thanh Area, Thoi Thuan Ward, Thot Not District, Can Tho City",Frozen
405,DL 397,"An Khang Co., Ltd ","Lot No. 2-9a2, Tra Noc Ii Industrial Zone, Phuoc Thoi Ward, O Mon District, Can Tho City",Frozen
406,DL 408,Atlantic Seafood Freezing Factory N.V,"Lot A4, Industrial Zone, Thoi Thuan Ward, Thot Not District, Can Tho City",Frozen
407,DL 423,"HANACO., LTD (HANACO)","Lot 16a9, Tra Noc I Industrial Zone, Binh Thuy District, Can Tho City",Frozen
408,DL 432,Factory 2 - Hiep Thanh seafood joint stock company (HTC),"National Highway 91, Thoi An Hamlet, Thoi Thuan Commune, Thot Not District, Can Tho City",Frozen
409,DL 103, Workshop No.3 - Cau Tre Export Goods Processing Joint Stock Company -CTE JSCO,"125/208 Luong The Vinh Street, Tan Thoi Hoa Ward, Tan Phu District, Ho Chi Minh City",Frozen
410,DL 163,"NEW WIND SEAFOOD CO., LTD.","Lot 1-2, Area D1, Tan Thoi Hiep Industrial Zone, District 12, Ho Chi Minh City",Frozen
411,DL 175,"Hua Heong food industries Vietnam Co., Ltd.","D3a-d3b Le Minh Xuan Industrial Zone, Binh Chanh District, Ho Chi Minh City",Frozen
412,DL 176,"Vinh Loc Food processing & Trading Company Limited - VILFOOD CO., LTD.","Lot C 38/i-39/i, Road No.7, Vinh Loc Industrial Zone, Binh Chanh District, Ho Chi Minh City",Frozen
413,DL 177,"Ken Ken (Vietnam) Food MFG Co., LTD.","208/8 Hang Sao, Dong Hung Thuan Precinct, District 12, Ho Chi Minh City",Frozen
414,DL 62,Cholimex Food Joint Stock Company- CHOLIMEX FOOD,"Lot C40-43/i, C51-55/ii, Road 7, Vinh Loc Industrial Zone, Binh Chanh District, Ho Chi Minh City",Frozen
415,DL 189,"Investment commerce fisheries corporation - INCOMFISH Corporation, Seafood and foodstuff processing Factory No. 2","A 77/i, Road No 7, Vinh Loc Industrial Zone, Binh Tan District, Ho Chi Minh City.",Frozen
416,HK 187,"Investment commerce fisheries corporation â INCOMFISH Corporation, Seafood & foodstuff processing factory No 5","A77/i, Road No.7, Vinh Loc Industrial Zone, Binh Tan District, Ho Chi Minh City",Dried
417,NM 188,"Investment commerce fisheries corporation â INCOMFISH Corporation, Seafood & foodstuff processing factory No 4","A77/i, Road No.7, Vinh Loc Industrial Zone, Binh Tan District, Ho Chi Minh City",Fish sauce
418,DL 193,VIET NHAT SEAFOOD CORPORATION (VISEA CORP.),"C34/i, 2g Street, Vinh Loc Industrial Park, Binh Chanh District, Ho Chi Minh City",Frozen
419,DL 202,The Liability Limited Pacific Company,"74 An Duong Vuong Street, Ward 16, District 8, Ho Chi Minh City",Frozen
420,HK 215,Hoa Mai manufacturing-trading joint stock company (HOA MAI MT JSC),"118/3 Highway No.13, Hiep Binh Phuoc Ward, Thu Duc District, Ho Chi Minh City",Dried
421,DL 279,"Thien Tue Co., Ltd.","Road No. 4, Tan Binh Industrial Zone, Tay Thanh Ward, Tan Phu District, Ho Chi Minh City",Frozen
422,DL 364,Thang Loi Frozen Food Enterprise (VIEFOOD) - Sai Gon Aquatic products trading joint stock company,"Lot 4-6-8 Road Ia, Tan Tao Industrial Zone, Tan Tao A Ward, Binh Tan District, Ho Chi Minh City",Frozen
423,DL 378,VINHTRAN PTE,"Hamlet 1, Road 15, Tan Nhut Village, Binh Chanh District, Ho Chi Minh City",Frozen
424,DL 381,TRANG CORPORATION (TRANG CORP),"Lot A-14b, Hiep Phuoc Industrial Park, Nha Be District, Ho Chi  Minh City",Frozen
425,DL 368,"Investment commerce fisheries corporation â Incomfish Corporation, Seafood and Foodstuff processing Factory No. 3","Lot A77/i, Road No.7, Vinh Loc Industrial Zone, Binh Tan District, Ho Chi Minh City",Frozen
426,DL 389,"Hai Thanh Food Co., Ltd.","Lot A 14a, Hiep Phuoc Industrial Zone, Nha Be District, Ho Chi Minh City",Frozen
427,DL 390,"Phuoc Hung Seafood Factory, Van Duc Food Export Joint Stock Company","Road No.6, Vinh Loc Industrial Park, Binh Chanh District, Ho Chi Minh City",Frozen
428,HK 392,"Thuan Nghia Co., Ltd.","B23/54c, Hoang Phan Thai Street, Hamlet 2, Binh Chanh Commune, Binh Chanh District, Ho Chi Minh City",Dried
429,DL 102,Binh Dong Fisheries Joint Stock Company - BD FISCO JSC; BINH DONG FISCO,"49 Ben Binh Dong Street, Ward 11, District 8, Ho Chi Minh City",Frozen
430,DL 271,"Hoang Cam Trading Manufacturing Co., Ltd (HOCACo.,Ltd.)","109a Ho Hoc Lam Street, An Lac Ward, Binh Tan District, Ho Chi Minh City",Frozen
431,DL 426,Gia Dinh import export joint stock company (GIDICO),"285 No Trang Long Street, Ward 13, Binh Thanh District, Ho Chi Minh City",Frozen
432,DL 427,"Trung Dung seaproducts trading Co., LTD.","Lot 16a, Road No.7, Tan Tao Industrial Zone, Binh Tan District, Ho Chi Minh City",Frozen
433,DL 434,HALONGFIDICOM,"Lot 3-9a, Road 12, Tan Binh Industrial Zone, Tan Phu District, Ho Chi Minh City",Frozen
434,DL 435,"LOTUS food and processing company limited - LOTUS FOOD Co., LTD.","Lot 29-31, Tan Tao Industrial Zone, Binh Tan District, Ho Chi Minh City",Frozen
435,DL 422,ASIA Frozen Factory - Asia Food stuffs Import Export Company Limited,"Dong Hoa Village, Song Thuan Ward, Chau Thanh District, Tien Giang Province",Frozen
436,DL 322,Hoang Phuong Seafood Factory,"Provincial Highway 8, Tai Van Village, Tran De District, Soc Trang Province.",Frozen
437,DL 447,AN PHU factory - Soc Trang seafood joint stock company (STAPIMEX),"Lot N2, An Nghiep Industrial Zone, Soc Trang City, Soc Trang Province",Frozen
438,DL 433,"Phuong Dong Seafood Co., LTD - Factory 2","Lot 17d, Street 5, Tra Noc Industrial Zone, Tra Noc Ward, Binh Thuy District, Can Tho City",Frozen
439,DL 451,PATAYA food industries (Viet nam) limited,"Lot 44, Tra Noc I Industrial Zone, Binh Thuy District, Can Tho City",Frozen
440,DL 461,NTSF seafoods joint stock company,"Lot C3, Thot Not Industrial Zone, Thot Not District, Can Tho City",Frozen
441,DL 462,BINH AN SEAFOOD JOINT STOCK COMPANY (BIANFISHCO),"Main Road, Tra Noc Industrial Park Ii, O Mon District, Can Tho City",Frozen
442,DL 499,Seavina Joint Stock Company (SEAVINA),"16a-18, 1fl Street, Tra Noc Industrial Processing Zone 1, Binh Thuy District, Can Tho City",Frozen
443,DL 509,NAMPHUONG seafood company limited (NAFISHCO),"Lot 2.20b Tra Noc Ii Industrial Zone, Phuoc Thoi Ward, O Mon District, Can Tho City",Frozen
444,DL 515,"QUANG MINH SEAFOOD Co., Ltd. (QUANG MINH SEAFOOD)","Lot 2.20a, Tra Noc 2 Industrial Zone, Phuoc Thoi Ward, O Mon District, Can Tho City",Frozen
445,DL 730,Dong Hai Seafood Limited Company (DONGHAI),"Lot 2.20a, Tra Noc 2 Industrial Zone, O Mon Ward, Can Tho City",Frozen
446,DL 733,"Thien Ma Seafood Co., Ltd - Factory 3 (THIMACO)","Lot 2.11e, Road No. 9, Tra Noc Ii Industrial Zone, O Mon District, Can Tho City",Frozen
447,DL 327,Phu Thanh Seafoods Foodstuffs Enterprise,"Km 2082 National Road Ia, Tan Phu Thanh Village, Chau Thanh A District,  Hau Giang Province",Frozen; Dried
448,DL 141,PhuThanh Frozen Factory,"690 National Road 1a, Tan Phu Thanh Village,  Chau Thanh A District, Hau Giang Province",Frozen
449,DL 186,"Vietnam fish - one Co., Ltd.","Km 2087+500 National Road 1, Long Thanh Industrial Zone, Phung Hiep District, Hau Giang Province",Frozen
450,DL 365,Taydo Seafood Enterprise,"Tan Phu Thanh Ward, Chau Thanh A District, Hau Giang Province.",Frozen
451,DL 734,Minh Phu - Hau Giang Seafood Processing Corporation (Minh Phu - Hau Giang Seafood Corp),"3a Street, Song Hau Industrial Zone, Chau Thanh District, Hau Giang Province",Frozen
452,DL 36,"Hung Vuong - Vinh Long Co., Ltd.","197 Road 14/9, Ward 5, Vinh Long Town, Vinh Long Province",Frozen
453,DL 430,Hung Cuong seafood processing import-export joint stock company (HUNG CUONG SEAFOOD) ,"Thanh My 2 Hamlet, Thanh Duc Village, Long Ho District, Vinh Long Province",Frozen
454,DL 460,"Workshop II- Hung Vuong - Vinh Long Co., Ltd.","No.197, 14/9 Street, Ward 5, Vinh Long Town, Vinh Long Province",Frozen
455,DL 712,An Phuoc Fish Joint Stock Company (APFISH),"Thanh Thuy Hamlet, An Phuoc Commune, Mang Thit District, Vinh Long Province",Frozen
456,DL 206,Long Toan Company,"Hamlet 2, Duyen Hai Town, Duyen Hai District, Tra Vinh Province",Frozen
457,DL 31,"Workshop 2, Cuu Long Seaproducts Company - WORKSHOP 2, CUU LONG SEAPRO","36 Bach Dang Street, Ward 4, Tra Vinh Town, Tra Vinh Province",Frozen
458,DL 329,Sao Bien seafood joint stock company (SACOIMEX),"Hamlet 1, Duyen Hai Town, Duyen Hai District, Tra Vinh Province",Frozen
459,DL 326,Workshop 1&3 - Cuu Long Seaproducts Company (CUULONG SEAPRO),"36 Bach Dang Street, Ward 4, Tra Vinh City, Tra Vinh Province",Frozen
460,DL 418,"DINH AN SEAFOOD Co., LTD.","Cho Hamlet, Dinh An Village, Tra Cu District, Tra Vinh Province",Frozen
461,DL 491,"Saigon-Mekong Fishery Co., Ltd (SAMEFICo.)","Vinh Hoi Hamlet, Long Duc Village, Tra Vinh Town, Tra Vinh Province",Frozen
462,Dl 205,DONG NAM SEAFOOD CORPORATION - DUYEN HAI BRANCH (DONGNAMFOODS),"Long Toan Village, Duyen Hai District, Tra Vinh Province",Frozen
463,DL 525,TRA VINH FOOD-STUFFS AND AGRICULTURAL PRODUCTS COMPANY (TRAVIFACO),"Hamlet 3, Cau Quan Town, Tieu Can District, Tra Vinh Province",Frozen
464,DL 08,"An Giang Fisheries Import - Export Joint Stock Company, Factory 8 (AGIFISH Co.)","National Road 91, An Chau Town, Chau Thanh District, An Giang Province",Frozen
465,DL 07,"An Giang fisheries import - export joint stock company, Factory 7 â (AGIFISH Co.)","1234 Tran Hung Dao Street, Long Xuyen City, An Giang Province",Frozen
466,DL 09,Frozen Factory AGF 9,"2222 Tran Hung Dao Street, Binh Duc Ward, Long Xuyen City, An Giang Province",Frozen
467,DL 33,An Xuyen Joint stock company - ANXUYEN JOINTSTOCK,"09 Hung Vuong Street, My Quy Industrial Zone, My Quy Ward, Long Xuyen City, An Giang Province",Frozen
468,DL 75,Viet Thang Factory - ANVIFISH Joint stock company (ANVIFISH Co),"National Road 91, Thanh An Hamlet, My Thoi Ward, Long Xuyen City, An Giang Province",Frozen
469,DL 184,"AFIEX Seafood Industry, An Giang AFIEX Joint Stock Company","National Road 91, Vinh Thanh Trung Ward, Chau Phu District, An Giang Province",Frozen
470,DL 152,Nam Viet Fish Freezing Factory- Nam Viet Corporation,"My Quy Industrial Zone, My Quy Ward, Long Xuyen City, An Giang Province",Frozen
471,DL 218,"GMG Co., Ltd","Binh Duc 3 Hamlet, Binh Duc Ward, Long Xuyen City, An Giang Province",Frozen
472,DL 311,An My fish joint stock company - ANMY FISH CO,"Lot A2-a3, Phu Hoa Industrial Zone, Phu Hoa Town, Thoai Son District, An Giang Province",Frozen
473,DL 292,"Thuan An production trading and service CO., LTD. (TAFISHCO) - Thuan An I enterprise of Aquatic product processing ","National Road 91, Binh Hung 2 Hamlet, Binh My Village, Chau Phu District, An Giang Province.",Frozen
474,DL 301,An Giang Fruit-Vegetables & Foodstuff Joint Stock Company (ANTESCO),"My An Village, Cho Moi District, An Giang Province",Frozen
475,DL 324,NTACO CORP.,"99 Hung Vuong Street, My Quy Industrial Zone, Long Xuyen City,  An Giang Province",Frozen
476,DL 359,An Thinh Factory - ANVIFISH Joint stock company (ANVIFISH Co),"National Road 91, Thanh An Hamlet, My Thoi Ward, Long Xuyen City,  An Giang Province",Frozen
477,DL 68,Binh An Seafood Joint stock company.,"Lot 2.17, Tra Noc Industrial Park 2, O Mon District, Can Tho City",Frozen
478,DL 77,GEPIMEX 404 COMPANY,"Le Hong Phong Street, Binh Thuy District, Can Tho City.",Frozen
479,DL 396,Factory 2 - Song Hau Food processing Joint Stock Corporation - SOHAFOOD 2,"Hamlet 1, Thoi Hung Commune, Co Do District, Can Tho City",Frozen
480,DL 65,Cafatex Fishery Joint Stock Company (Cafatex Corporation),"Km 2081, National Road 1, Chau Thanh A District, Hau Giang Province",Frozen
481,DL 360,Binh Duc processing Food Factory,"1245 Tran Hung Dao Street, Long Xuyen City, An Giang Province",Frozen
482,DL 363,"Ben Cat Foods Factory, An Giang AFIEX Joint Stock Company (BECAFOODS)","National Road 91, Vinh Thanh Trung Ward, Chau Phu District, An Giang Province",Frozen
483,DL 370,Cuu Long fish joint stock company (CL-FISH CORP.),"90 Hung Vuong Street, My Quy Industrial Zone, Long Xuyen City, An Giang Province",Frozen
484,DL 371,Sunrise Corporation (SUNRISE CORP),"National Road 91, An Thoi Hamlet, My Thoi Ward, Long Xuyen City, An Giang Province",Frozen
485,DL 384,Pacific seafood freezing factory N.V - Nam Viet corporation,"Hung Vuong Road, My Quy Industrial Zone, My Quy Ward, Long Xuyen City, An Giang Province",Frozen
486,DL 490,VINAFISH import export corporation (Vinafish Corp.),"Trung Hung Hamlet, My Thoi Ward, Long Xuyen City, An Giang Province",Frozen
487,DL 529,Binh Long Company Limited - BILOFISH ,"Lot E, Binh Long Industrial Zone, Chau Phu District, An Giang Province",Frozen
488,DL 703,"Thuan An Production Trading and Service Co., LTD- Thuan An III Enterprise of Aquatic Processing and Exporting (SONASEAFOOD)","478 National Road 91, Hoa Long 3 Hamlet, An Chau Town, Chau Thanh District, An Giang Province",Frozen
489,DL 725,Hoa Phat Seafood Import Export And Processing JSC (HOPHAFISH),"Lot A, Binh Long Industrial Zone, Chau Phu District, An Giang Province",Frozen
490,DL 732, Dong A Seafood Company Limited (DONG A SEAFOOD),"Block B, Binh Long Industrial Pack, Chau Phu District, An Giang Province",Frozen
491,DL 420,Hai Minh Seafoods joint stock company/Hai Minh Seafoods JSC,"Tac Cau Fishing Port Industrial Zone, Chauthanh District, Kien Giang Province",Frozen
492,NM 138,Hung Thanh Phu Quoc fish sauce manufacture enterprise,"5th  Quarter,  Duong Dong Town, Phu Quoc District, Kien Giang Province",Fish sauce
493,NM 139,"Thanh Ha Fish Sauce Co., Ltd.","4th  Quarter,  Duong Dong Town, Phu Quoc District, Kien Giang Province",Fish sauce
494,DL 66,"Minh Ha Seafood Co.,  Ltd","9 Team, Sua Dua Hamlet, Vinh Hoa Hiep Commune, Chau Thanh District, Kien Giang Province",Frozen; Salted
495,DL 120,An Hoa KISIMEX Factory - Kien Giang Seaproduct Corporation - KISIMEX,"13 Ngo Thoi Nhiem Street, An Binh Ward, Rach Gia City, Kien Giang Province",Frozen
496,DL 495,"KIEN LONG SEAFOODS COMPANY., LTD - KIEN LONG SEAFOODS","616 Tran Khanh Du Street, An Hoa Ward, Rach Gia City, Kien Giang Province",Frozen
497,DL 496,"Vina Kien Giang Changhua Aquatic Co., LTD - VINA CHANGHUA","Tac Cau Fishing Port, Chau Thanh District, Kien Giang Province",Frozen
498,DL 110,Kien Giang KISIMEX Factory - Kien Giang Seaproduct Corporation - KISIMEX,"62 Ngo Thoi Nhiem Street, 7th Quarter, An Binh Ward, Rach Gia City, Kien Giang Province",Frozen
499,DH 335,Kien Giang joint stock Foodstuff Canning Company (KIFOCAN),"Tac Cau Fishing Port Industrial Zone, Binh An Village, Chau Thanh District, Kien Giang Province",Canned
500,DL 144,Rach Gia KISIMEX Factory - KIEN GIANG SEAPRODUCT CORPORATION (KISIMEX),"Minh Phong Hamlet, Binh An Village, Chau Thanh District, Kien Giang Province",Frozen
501,DL 160,An Minh seafood import-export joint stock company (AMIMEXCO),"8 Xang Hamlet, Dong Hoa Village, An Minh District, Kien Giang Province",Frozen
502,DL 166,KIEN LUONG SEAFOOD CORPORATION,"Ba Hon Hamlet, Kien Luong Town, Kien Luong District, Kien Giang Province",Frozen
503,DL 297,Kien Hung joint stock company VN (KIHUSEA VN),"Tan Dien Hamlet, Giuc Tuong Village, Chau Thanh District, Kien Giang Province",Frozen
504,DL 51,Ca Mau seafood processing & service joint stock corporation (CASES) - Kien Giang branch,"Tac Cau Fishing Port Industrial Zone, Minh Phong Hamlet, Binh An Village, Chau Thanh District, Kien Giang Province",Frozen
505,DL 344,"Huy Nam Seafoods Co., Ltd.","Tac Cau Industrial Park, Chau Thanh District, Kien Giang Province",Frozen
506,DL 377,"Mai Sao seafood Co., Ltd.","Tac Cau Industrial Park, Chau Thanh District, Kien Giang Province.",Frozen
507,DL 398,HIEP PHAT SEAFOOD JOINT STOCK COMPANY (HP SEAFOOD),"Tac Cau Fishing Port Industrial Zone, Chau Thanh District, Kien Giang Province",Frozen
508,DL 400,Seafood Joint Stock Company No. 4 - Kien Giang Branch (SEAFRIEX CO No.4),"Tac Cau Fishing Port Industrial Zone, Chau Thanh District, Kien Giang Province",Frozen
509,DL 407,Ngo Quyen Processing Export Joint Stock Company -NGOPREXCO,"326-328 Ngo Quyen Street, Rach Gia City, Kien Giang Province",Frozen
510,DL 409,Kien Cuong Seafood processing import - export joint stock company (Kien Cuong Seafood),"Tac Cau Fishing Port Industrial Zone, Chau Thanh District, Kien Giang Province",Frozen
511,DL 440,NT SEAFOODS CORPORATION,"Tac Cau Fishing Port Industrial Zone, Chau Thanh District, Kien Giang Province",Frozen
512,DL 452,Tac Cau seafood processing and exporting Factory - BIM FOODS JOINT STOCK COMPANY (BIMFOODS),"Tac Cau Fishing Port Industrial Zone, Binh An Commune, Chau Thanh District, Kien Giang Province",Frozen
513,DL 486,TRUNG SON CORP,"Tac Cau Fishing Port Industrial Zone, Chau Thanh District, Kien Giang Province",Frozen
514,DL 521,TACCAU SEAPRODUCTS JOINT  STOCK COMPANY (KICOIMEX),"Tac Cau Fishing Port Area, Binh An Commune, Chau Thanh District, Kien Giang Province",Frozen
515,DL 746,"Minh Khue Seafoods Company Limited (Minh Khue Co.,Ltd)","Ward 1, An Phuoc Hamlet, Binh An Commune, Chau Thanh District, Kien Giang Province",Frozen
516,NM 503,"Hung Thinh fish sauce limited company (HUNG THINH Co., Ltd)","Hamlet No4, 30/4 Street, Duong Dong Town, Phu Quoc District, Kien Giang Province",Fish sauce
517,DH 528,"HUONG GIANG CO., LTD ","National Road 80, Ward 2, Hoa Phu Hamlet, Mong Tho Commune, Chau Thanh District, Kien Giang Province",Canned
518,DL 345,"Viet Foods Co.,Ltd (VF)","Lot 14, Export Processing Zone Tra Noc 1, Binh Thuy District, Can Tho City",Frozen
