no,nama perusahaan,jenis perizinan,tautan detail
2621,INDO TIMAH SUKSES SAMPOERNA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/10727?jp=1
2622,INDOTRADE SULAWESI PRIMA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14484?jp=7
2623,INDO TRADING MINERAL,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/15345?jp=7
2624,INDOTROPICAL SUMBER UTAMA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/16445?jp=7
2625,INDO WANA BARA MINING COAL,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3538?jp=1
2626,INDRABAKTI MUSTIKA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3604?jp=1
2627,INDRA BIDURI JAYA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14429?jp=1
2628,Indra Bunawan,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14802?jp=1
2629,INDRA KARTOMO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13528?jp=1
2630,INDRALDHI BUMI ANOA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3614?jp=1
2631,INDRA PRATAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13635?jp=1
2632,INDRA VIGANANTO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12741?jp=1
2633,INDUNG CIPTA PERKASA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14730?jp=1
2634,INEXCO JAYA MAKMUR,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3619?jp=1
2635,INGGAL SUPRASETYO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13965?jp=1
2636,INJATAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3623?jp=1
2637,INKATAMA RESOURCES,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/11052?jp=7
2638,INMAS ABADI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/8611?jp=1
2639,INOVASI TAMBANG MAKMUR,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14213?jp=1
2640,INSANI BARAPERKASA,PKP2B,https://modi.esdm.go.id/portal/detailPerusahaan/9170?jp=3
2641,INSAN NIAGA PERKASA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/16516?jp=7
2642,INSAN TIMOR MANDIRI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14134?jp=7
2643,INTAM,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3630?jp=1
2644,INTAMA PILAR ENERGI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11282?jp=1
2645,INTAN BERLIAN BAROKAH,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13038?jp=1
2646,INTAN BORNEO INTERNATIONAL,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3634?jp=1
2647,INTAN BUMI PERSADA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3635?jp=1
2648,INTAN FAJAR PERSADA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3636?jp=1
2649,INTAN KARYA MANDIRI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3638?jp=1
2650,INTAN MANDIRI ALAM SEJATI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11350?jp=1
2651,INTAN NUSANTARA INDONESIA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10246?jp=7
2652,INTEGRA GANDA NUSANATARA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11877?jp=1
2653,INTEGRA MINING NUSANTARA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3648?jp=1
2654,INTEGRA MINING NUSANTARA INDONESIA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13639?jp=1
2655,INTEGRA PRIMA COAL,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3649?jp=1
2656,INTEGRA TECHNOLOGY NUSANTARA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3651?jp=1
2657,INTERCOAL ENERGY UTAMA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10400?jp=7
2658,INTERCON SENTRAL ENERGI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/15123?jp=7
2659,INTEREX SACRA RAYA,PKP2B,https://modi.esdm.go.id/portal/detailPerusahaan/3653?jp=3
2660,INTERNASIONAL PRIMA COAL,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3658?jp=1
2661,INTERSELA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/10728?jp=1
2662,INTI BARA NUSALIMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3660?jp=1
2663,INTI BARA PERDANA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3662?jp=1
2664,INTI BARATAMA ANUGERAH PRIMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3663?jp=1
2665,INTI BUMI BERKAH,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/13195?jp=7
2666,INTI BUMI SELARAS,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3670?jp=1
2667,INTI BUMI SUKSES,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10397?jp=7
2668,INTI BUMI SUKSES PERKASA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3671?jp=1
2669,INTICOAL PERSADA NUSANTARA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10402?jp=7
2670,INTI GARDA NUSANTARA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/11653?jp=7
2671,INTI KARYA POLMAN,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3680?jp=1
2672,INTI KREASI ABADI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3681?jp=1
2673,INTIM JAYA KARYA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3694?jp=1
2674,INTIM MINING SENTOSA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3695?jp=1
2675,INTI MUSTIKA KARYATAMA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/9919?jp=7
2676,INTI NUSA BORNEO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13468?jp=1
2677,INTI TEKNOSARANA BANGUN,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/15576?jp=1
2678,INTITIRTA PRIMASAKTI,PKP2B,https://modi.esdm.go.id/portal/detailPerusahaan/3702?jp=3
2679,INTI TUNGGAL UTAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13963?jp=1
2680,INVESTAMA BANGUN BERSAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14880?jp=1
2681,IQBAL AGUNG MANDIRI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14809?jp=1
2682,IRAWAN ARIEFIANTO RACHMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12745?jp=1
2683,IRENE SILFANUS,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14443?jp=1
2684,IRFAN NUGROHO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11198?jp=1
2685,IR. H. Baharuddin Said,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/15305?jp=1
2686,"IR. H. SOEWOTO, SMHK",IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12755?jp=1
2687,IRIANA MUTIARA IDENBURG,KK,https://modi.esdm.go.id/portal/detailPerusahaan/3728?jp=2
2688,IRIANA MUTIARA MINING,KK,https://modi.esdm.go.id/portal/detailPerusahaan/3729?jp=2
2689,Ir. MANUMPAK PASARIBU,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11406?jp=1
2690,IRPAU HERO PROGRES,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3732?jp=1
2691,IR. PUNGKY HARYONO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12743?jp=1
2692,IRVAN PRIMA PRATAMA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/3737?jp=7
2693,IRWAN SOETEDJA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11404?jp=1
2694,ISCO IRON,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3740?jp=1
2695,ISCO POLMAN RESOURCES,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3742?jp=1
2696,ISKANDAR,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13715?jp=1
2697,ISMAIL (JAWA TENGAH),IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12154?jp=1
2698,ISMA ISMAIL,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13898?jp=1
2699,ISTANA KARYA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11707?jp=1
2700,ISTANA MAS TRADING,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3748?jp=1
2701,ISTINDO MITRA MANGGARAI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/9398?jp=1
2702,ISTINDO MITRA PERDANA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3750?jp=1
2703,ITAMATRA NUSANTARA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3751?jp=1
2704,IWAN,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3752?jp=1
2705,IWAN SANTOSO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13861?jp=1
2706,IYA ATE,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/8619?jp=1
2707,IZELI GLOBAL SOLUSI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/16449?jp=7
2708,JAAHNAVI PRIMA MAKMUR,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/8621?jp=1
2709,JABAL NUR,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12332?jp=1
2710,JADE ENERGY INDONESIA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/16247?jp=1
2711,JADE MINING INDONESIA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/16268?jp=1
2712,JADE RESOURCES INDONESIA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/16240?jp=1
2713,JAFFA JAYA INDONESIA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14499?jp=7
2714,JAGAD BARA NUSANTARA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/12223?jp=7
2715,JAGAD MAHESA KARYA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3765?jp=1
2716,JAGAD RAYATAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3766?jp=1
2717,JAGAT HARAPAN LESTARI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/13077?jp=7
2718,JAIS,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13529?jp=1
2719,JAJAT,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11436?jp=1
2720,JAKA MANSYAH,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14229?jp=1
2721,JALA ENERGY INDONESIA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/15493?jp=7
2722,JALAHAN BATUBARA PRIMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3773?jp=1
2723,JALIN ABADI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11266?jp=1
2724,JALUPANG ANUGERAH PANIMUAN,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/15227?jp=1
2725,JAMBI INDO SERVICES,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/13266?jp=7
2726,JAMBI LAWAS COAL,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/15652?jp=7
2727,JAMBI PRIMA COAL,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3779?jp=1
2728,JAMBI RESOURCES,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3780?jp=1
2729,JAMBI SATRIA RESOURCES,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/13272?jp=7
2730,JAMBI SUKA BATUBARA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/9320?jp=1
2731,JANAN MINERAL INDO,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10504?jp=7
2732,JANGKAR PRIMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3784?jp=1
2733,JANGKA TAMBANG SEMESTA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12756?jp=1
2734,JANISIA INVESTAMA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10104?jp=7
2735,JA NUSANTARA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10961?jp=7
2736,JARIYANTO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14276?jp=1
2737,JASA ANANDA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3791?jp=1
2738,JASA ANDHIKA RAYA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3792?jp=1
2739,JASA IRON MINING,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14442?jp=7
2740,JASA MANDIRI SEJAHTERA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/9296?jp=1
2741,JASA MITRA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3794?jp=1
2742,JASA TAMBANG NUSANTARA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3798?jp=1
2743,JATI KENCANA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3805?jp=1
2744,JATROPHA BANGKIT PERKASA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3809?jp=1
2745,JATUS INTI PERSADA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3810?jp=1
2746,JAVA HUNIAN,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3811?jp=1
2747,JAVA MINING FERTILIZO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/15359?jp=1
2748,JAVA SEJAHTERA PANTURA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12546?jp=1
2749,JAVA SUMBER ENERGY,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14456?jp=7
2750,JAVA TSUSHO,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10250?jp=7
2751,JAWA LUMBUNG MAS,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/11754?jp=7
2752,JAWARA NIKY ARSYADANI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/10905?jp=1
2753,JAWON ABADI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/9913?jp=7
2754,JAYA ABADI SEMESTA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3817?jp=1
2755,JAYA BANUA MINING,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/16500?jp=7
2756,JAYABAYA BATU PERSADA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/8625?jp=1
2757,JAYA BERKAH SENTOSA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14983?jp=1
2758,JAYA ENERGI ADHIPERKASA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/15997?jp=7
2759,JAYA KAINONIA SUKSES,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10193?jp=7
2760,JAYAKHISMA GLOBE INDONESIA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3835?jp=1
2761,JAYA LISTRIKINDO MANDIRI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12503?jp=1
2762,JAYA MAKMUR BERSAMA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10016?jp=7
2763,JAYA MANDIRI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12126?jp=1
2764,JAYA NIKEL INDONESIA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/13293?jp=7
2765,JAYA NUSA MINERAL,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14346?jp=7
2766,JAYA PRIMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3832?jp=1
2767,JAYA RAYA COAL INTERNASIONAL,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14374?jp=7
2768,JAYA RIZKI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13622?jp=1
2769,JAYA SELARAS BERKAH UTAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12368?jp=1
2770,JAYA SELARAS GLOBALINDO,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10140?jp=7
2771,JAYA SENTRA BARA UTAMA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/12220?jp=7
2772,JAYA SHAKTI BARUTAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11486?jp=1
2773,JAYA TAMBANG INDONESIA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14441?jp=7
2774,JCN MAKMUR SENTOSA INDONESIA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/13315?jp=7
2775,JEFFRY SUHANDI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14154?jp=1
2776,JELAI CAHAYA MINERALS,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3843?jp=1
2777,JELAJAH MARINDO PERSADA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14474?jp=1
2778,JEMANDES,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12586?jp=1
2779,JEMBATAN DUA MANDIRI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3847?jp=1
2780,JEMBAYAN MUARABARA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3848?jp=1
2781,JENGKI MUNTHE,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12563?jp=1
2782,JENI PRIMA SUKSES,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/8629?jp=1
2783,JESKA SEMEN GLOBAL,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13594?jp=1
2784,JEV VANAND,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/15733?jp=1
2785,JHONLIN GROUP,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10010?jp=7
2786,JHONNIE PASIR TAYAN,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14754?jp=1
2787,JHOSWA MAHAKAM MINERAL,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3857?jp=1
2788,JIHUA BIOTECH INDUSTRY,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/9250?jp=1
2789,JIKODOLONG MEGAH PERTIWI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/9507?jp=1
2790,JIMMY SYAMSUDIN,IPR,https://modi.esdm.go.id/portal/detailPerusahaan/14605?jp=4
2791,JIN GILI INDONESIA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/16241?jp=7
2792,JIN GILI INTERNATIONAL,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/11230?jp=7
2793,JIN TUO INDO,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/13883?jp=7
2794,JOEL BERMAKNA SEMESTA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/13147?jp=7
2795,JOGJA MAGASA IRON,KK,https://modi.esdm.go.id/portal/detailPerusahaan/3863?jp=2
2796,JOGLOSEMAR PURNAMA JAYA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/15438?jp=1
2797,JOHN MOKOAGOW,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11619?jp=1
2798,JOKO ATMIKO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12729?jp=1
2799,JOKO TEGUH SANTOSO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/10548?jp=1
2800,JOLOI JAYA ENERGI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3868?jp=1
2801,JOMIRA MANDIRI PERKASA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14216?jp=7
2802,JONGOR ARUAN,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12564?jp=1
2803,JONI AMIR,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13069?jp=1
2804,JONI EFENDI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13065?jp=1
2805,JONI HADIRIN,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12640?jp=1
2806,JONI ISRIN,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11782?jp=1
2807,JONI JULKIPLI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12676?jp=1
2808,JOO PUTRA PRATAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14966?jp=1
2809,JORONG BARUTAMA GRESTON,PKP2B,https://modi.esdm.go.id/portal/detailPerusahaan/3876?jp=3
2810,JOY VYN MULTI MEDIA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3878?jp=1
2811,J RESOURCES BOLAANG MONGONDOW,KK,https://modi.esdm.go.id/portal/detailPerusahaan/3757?jp=2
2812,JUBA PRATAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12022?jp=1
2813,JUI SHIN INDONESIA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3881?jp=1
2814,JULOI COAL,PKP2B,https://modi.esdm.go.id/portal/detailPerusahaan/3883?jp=3
2815,JUMADI (PASURUAN),IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14928?jp=1
2816,JUMAIDI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14747?jp=1
2817,JUMANDI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11007?jp=1
2818,JUN ZHI INDONESIA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14510?jp=7
2819,JUSUF SALAM,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13563?jp=1
2820,JUWANA UTAMA PERKASA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3896?jp=1
2821,JUYA ACEH MINING,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3897?jp=1
2822,JUYOMI SINAR LABUAN,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3899?jp=1
2823,KAATAM JAYA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13480?jp=1
2824,KABAENA KROMIT PRATHAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3902?jp=1
2825,KADYA CARAKA MULIA,PKP2B,https://modi.esdm.go.id/portal/detailPerusahaan/3906?jp=3
2826,KAHAYAN MIRI RAYA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/15368?jp=1
2827,KAHAYAN SEJAHTERA MANDIRI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14394?jp=7
2828,KAIROS MITRA SENTOSA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/15396?jp=7
2829,KALAM,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/8643?jp=1
2830,KALBAR BUMI PERKASA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/9417?jp=1
2831,KALBATEK,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/15121?jp=1
2832,KALDERA ENERGI NUSANTARA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/11461?jp=7
2833,KALIMANTAN ANUGRAH MANDIRI INTI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/13849?jp=7
2834,KALIMANTAN ANUGRAH MANDIRI INVESTA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10475?jp=7
2835,KALIMANTAN BERKAH INTI TAMBANG,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3922?jp=1
2836,KALIMANTAN BUMI PERSADA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13435?jp=1
2837,KALIMANTAN ENERGI LESTARI,PKP2B,https://modi.esdm.go.id/portal/detailPerusahaan/3925?jp=3
2838,Kalimantan Global,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/15064?jp=1
2839,KALIMANTAN MAKMUR,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14981?jp=1
2840,KALIMANTAN MAKMUR BERSAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14931?jp=1
2841,KALIMANTAN NIAGA BERSAMA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14518?jp=7
2842,KALIMANTAN PERSADA COAL,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3934?jp=1
2843,KALIMANTAN PRIMA NUSANTARA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3936?jp=1
2844,KALIMANTAN REZEKI MANDIRI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/15317?jp=7
2845,KALIMANTAN SATRIA ENERGI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/13227?jp=7
2846,KALIMANTAN SEJAHTERA MANDIRI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3939?jp=1
2847,KALIMANTAN SURYA KENCANA,KK,https://modi.esdm.go.id/portal/detailPerusahaan/3942?jp=2
2848,KALIMANTAN USAHA SEJAHTERA UTAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/9738?jp=1
2849,KALINGGA MAKMUR SENTOSA ABADI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12393?jp=1
2850,Kali Opak Sejahtera,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14700?jp=1
2851,KALLA AREBAMMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3944?jp=1
2852,KALMIN,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3945?jp=1
2853,KALMINDO ENERGI MANDIRI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10266?jp=7
2854,KALONICA BARA KUSUMA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/13235?jp=7
2855,KALOTOK,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11452?jp=1
2856,KALTAQA CARBON ASIA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10243?jp=7
2857,KALTARA BATU KONSTRUKSI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/10615?jp=1
2858,KALTENG COAL,PKP2B,https://modi.esdm.go.id/portal/detailPerusahaan/3957?jp=3
2859,KALTIM BATUBARA TRADELINK,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/9971?jp=7
2860,KALTIM BATU HITAM,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3963?jp=1
2861,KALTIM BATUMANUNGGAL,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3964?jp=1
2862,KALTIM BIO ENERGY,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3965?jp=1
2863,KALTIM GLOBAL,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3968?jp=1
2864,KALTIM JAYA BARA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3969?jp=1
2865,KALTIM JAYA MINERAL,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3970?jp=1
2866,KALTIM MINERAL,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3971?jp=1
2867,KALTIM NUSANTARA COAL,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3972?jp=1
2868,KALTIM PRIMA COAL,IUPK,https://modi.esdm.go.id/portal/detailPerusahaan/3973?jp=8
2869,KAMALINDO SOMPURNA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/8655?jp=1
2870,KAMANG SEJAHTERA (TAMBANG RAKYAT),IPR,https://modi.esdm.go.id/portal/detailPerusahaan/11760?jp=4
2871,KAMPIT TIN UTAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3983?jp=1
